DULICA;ULICA;PSC;DPOSTA;POSTA;POZNAMKA;OBCE
Trieda 1.mája;Trieda 1.mája;052 05;Spišská Nová Ves 5;Spišská Nová Ves 5;;Spišská Nová Ves
Trnavská;Trnavská;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Turèianska;Turèianska;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
V. Nezvala;V. Nezvala;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Vajanského;Vajanského;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Vyšná ha;Vyšná ha;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Vyšnı Hámor;Vyšnı Hámor;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Za Hornádom;Za Hornádom;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Za Šestnástkou;Za Šestnástkou;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Zábojského;Zábojského;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Záborského;Záborského;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Záhradná;Záhradná;053 31;Novoveská Huta;Novoveská Huta;;Spišská Nová Ves
Zámoènícka;Zámoènícka;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Zápotockého;Zápotockého;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Zd. Nejedlého;Zd. Nejedlého;052 05;Spišská Nová Ves 5;Spišská Nová Ves 5;;Spišská Nová Ves
Zemplínska;Zemplínska;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Zimná;Zimná;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Zvonárska;Zvonárska;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
elezná;elezná;053 31;Novoveská Huta;Novoveská Huta;;Spišská Nová Ves
eleznièná;eleznièná;052 01;Spišská Nová Ves 1;Spišská Nová Ves 1;;Spišská Nová Ves
Stook;Stook;962 12;Detva-sídlisko;Detva-sídlisko;okrem èísiel 8, 9, 10, 15;Stook
Stook;Stook;962 25;Slatinské Lazy;Slatinské Lazy;è. 8, 9, 10, 15;Stook
1. mája;1. mája;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
8. mája;8. mája;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Agátová;Agátová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
B. Nìmcovej;B. Nìmcovej;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Bernolákova;Bernolákova;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Bilická;Bilická;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Bottova;Bottova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Brezová;Brezová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Broskyòová;Broskyòová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Budovate¾ská;Budovate¾ská;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Cintorínska;Cintorínska;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Èsl. armády;Èsl. armády;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Diakovská;Diakovská;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Dlhá nad Váhom;Dlhá nad Váhom;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Dlhoveská;Dlhoveská;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Dolná;Dolná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Dózsova;Dózsova;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Drieòová;Drieòová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Drustevná;Drustevná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
F. Krá¾a;F. Krá¾a;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Gagarinova;Gagarinova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Gaštanová;Gaštanová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
generála L. Svobodu;generála L. Svobodu;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Germánska;Germánska;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Gorkého;Gorkého;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Hetmen;Hetmen;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Hlavná;Hlavná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Hlboká;Hlboká;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Hliník;Hliník;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Hliníková;Hliníková;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Hollého;Hollého;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Horná;Horná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Hospodárska;Hospodárska;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Hurbanova;Hurbanova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Hviezdoslavova;Hviezdoslavova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
J. Kollára;J. Kollára;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
J. Palárika;J. Palárika;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jánošíkova;Jánošíkova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jarmoèná;Jarmoèná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jaseòová;Jaseòová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Javorová;Javorová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jazerná;Jazerná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jelšová;Jelšová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jesenského;Jesenského;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Jilemnického;Jilemnického;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Kalinèiakova;Kalinèiakova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Kiliè;Kiliè;925 83;ihárec;ihárec;;Ša¾a
Komenského;Komenského;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
kpt. Jaroša;kpt. Jaroša;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Krá¾ovská;Krá¾ovská;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Krátka;Krátka;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Krína;Krína;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Kukuèínova;Kukuèínova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Kvetná;Kvetná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
L. Novomeského;L. Novomeského;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Lesná;Lesná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Letná;Letná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Lipová;Lipová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Lúèna;Lúèna;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Luná;Luná;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
M. M. Hodu;M. M. Hodu;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
M. R. Štefánika;M. R. Štefánika;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Malá;Malá;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Markovièova;Markovièova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Mostová;Mostová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Murgašova;Murgašova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Nábrená;Nábrená;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Nádraná;Nádraná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Námestie A. Dubèeka;Námestie A. Dubèeka;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Námestie svätej Trojice;Námestie svätej Trojice;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Narcisová;Narcisová;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Nemocnièná;Nemocnièná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Nešporova;Nešporova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Nezábudková;Nezábudková;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Nitrianska;Nitrianska;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Nivy;Nivy;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Nová;Nová;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Okruná;Okruná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Orechová;Orechová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
P. J. Šafárika;P. J. Šafárika;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
P. Pázmaòa;P. Pázmaòa;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Partizánska;Partizánska;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Paitná;Paitná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Pionierska;Pionierska;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Pribinovo námestie;Pribinovo námestie;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Prieèna;Prieèna;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Rímska;Rímska;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Robotnícka;Robotnícka;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Ruová;Ruová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Sadová;Sadová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Sládkovièova;Sládkovièova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Slneèná;Slneèná;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Smetanova;Smetanova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
SNP;SNP;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Stanièná;Stanièná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Školská;Školská;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Štúrova;Štúrova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Švermova;Švermova;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Trnovecká;Trnovecká;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
Tulipánová;Tulipánová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Úzka;Úzka;927 05;Ša¾a 5;Ša¾a 5;;Ša¾a
V. Šrobára;V. Šrobára;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Váhová;Váhová;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Vajanského;Vajanského;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Vinohradnícka;Vinohradnícka;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Vlèanská;Vlèanská;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
Záhradnícka;Záhradnícka;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
eleznièná;eleznièná;927 01;Ša¾a 1;Ša¾a 1;;Ša¾a
1. mája;1. mája;059 38;Štrba;Štrba;;Štrba
29. januára;29. januára;059 38;Štrba;Štrba;;Štrba
A. Sládkovièa;A. Sládkovièa;059 38;Štrba;Štrba;;Štrba
Bellova;Bellova;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Brezová;Brezová;059 38;Štrba;Štrba;;Štrba
Èsl. armády;Èsl. armády;059 38;Štrba;Štrba;;Štrba
Dr. Markušovského;Dr. Markušovského;059 38;Štrba;Štrba;;Štrba
Drustevná;Drustevná;059 38;Štrba;Štrba;;Štrba
Hlavná;Hlavná;059 38;Štrba;Štrba;;Štrba
Horská;Horská;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Hviezdoslavova;Hviezdoslavova;059 38;Štrba;Štrba;;Štrba
J. Gejdoša;J. Gejdoša;059 38;Štrba;Štrba;;Štrba
J. Krá¾a;J. Krá¾a;059 38;Štrba;Štrba;;Štrba
Jurkovièova;Jurkovièova;059 38;Štrba;Štrba;;Štrba
Krátka;Krátka;059 38;Štrba;Štrba;;Štrba
Krôn;Krôn;059 38;Štrba;Štrba;;Štrba
Lesná;Lesná;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Liptovská;Liptovská;059 38;Štrba;Štrba;;Štrba
M. Benku;M. Benku;059 38;Štrba;Štrba;;Štrba
M. Janošku;M. Janošku;059 38;Štrba;Štrba;;Štrba
Mlynská;Mlynská;059 38;Štrba;Štrba;;Štrba
P. Z. Vrbického;P. Z. Vrbického;059 38;Štrba;Štrba;;Štrba
Partizánska;Partizánska;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Po¾ná;Po¾ná;059 38;Štrba;Štrba;;Štrba
Raštub;Raštub;059 38;Štrba;Štrba;;Štrba
Rekreaèná;Rekreaèná;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
SNP;SNP;059 38;Štrba;Štrba;;Štrba
Školská;Školská;059 38;Štrba;Štrba;;Štrba
Štefánikova;Štefánikova;059 38;Štrba;Štrba;è.2,3,7,8,9,11,12,29,528-559;Štrba
Štefánikova;Štefánikova;059 41;Tatranská Štrba;Tatranská Štrba;14-22,68,69,70,;Štrba
Štepánkovická;Štepánkovická;059 38;Štrba;Štrba;;Štrba
Štúrova;Štúrova;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Tatranská;Tatranská;059 38;Štrba;Štrba;;Štrba
eleznièná;eleznièná;059 41;Tatranská Štrba;Tatranská Štrba;;Štrba
Švábovce;Švábovce;059 11;Hozelec;Hozelec;è. 601 a 620;Švábovce
Švábovce;Švábovce;059 12;Hôrka pri Poprade;Hôrka pri Poprade;okrem èísla 601 a 620;Švábovce
17. novembra;17. novembra;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
A. Grznára;A. Grznára;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Agátová;Agátová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Andreja Hlinku;Andreja Hlinku;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Astrová;Astrová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
B. Nìmcovej;B. Nìmcovej;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Bernolákova;Bernolákova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Brezová;Brezová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Broskyòová;Broskyòová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Budovate¾ská;Budovate¾ská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Cintorínska;Cintorínska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Clementisova;Clementisova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Cukrovarnícka;Cukrovarnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Èerešòová;Èerešòová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
ÈSA;ÈSA;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
D. Jurkovièa;D. Jurkovièa;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
Dopravná;Dopravná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Dr. P. Adámiho;Dr. P. Adámiho;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Dr. Pantoèku;Dr. Pantoèku;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Druby;Druby;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Drustevná;Drustevná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Fialková;Fialková;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Fraòa Krá¾a;Fraòa Krá¾a;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Gagarinova;Gagarinova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Gaštanová;Gaštanová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Gogo¾ova;Gogo¾ova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Gorkého;Gorkého;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Hlavná;Hlavná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Hollého;Hollého;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Hrebíèková;Hrebíèková;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Hurbanova;Hurbanova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Chme¾ová;Chme¾ová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Inovecká;Inovecká;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
J. Alexyho;J. Alexyho;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
J. Bottu;J. Bottu;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
J. Jesenského;J. Jesenského;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
J. Krá¾a;J. Krá¾a;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
J. Matušku;J. Matušku;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
J. Wolkera;J. Wolkera;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jabloòová;Jabloòová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jahodová;Jahodová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jána Kollára;Jána Kollára;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jaselská;Jaselská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Javorová;Javorová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jazmínová;Jazmínová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Jurkovièova;Jurkovièova;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
K Panklu;K Panklu;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
K. Kuzmányho;K. Kuzmányho;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Kalinèiakova;Kalinèiakova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Komenského;Komenského;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
kpt. Jaroša;kpt. Jaroša;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
kpt. almana;kpt. almana;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Krátka;Krátka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Krušovská;Krušovská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Kukuèínova;Kukuèínova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
¼. Fulu;¼. Fulu;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
Ladislava Dorušáka;Ladislava Dorušáka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
¼aliová;¼aliová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Lipová;Lipová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
M. A. Bazovského;M. A. Bazovského;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
M. Benku;M. Benku;955 03;Topo¾èany 3;Topo¾èany 3;;Topo¾èany
M. Rázusa;M. Rázusa;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
M. Závodného;M. Závodného;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Malinová;Malinová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Margarétová;Margarétová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Mestskı park;Mestskı park;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Mieru;Mieru;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Miloša Závodného;Miloša Závodného;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Mojmírova;Mojmírova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Moyzesova;Moyzesova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Murárska;Murárska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Muškátová;Muškátová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Nám. ¼. Štúra;Nám. ¼. Štúra;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Nám. M. R. Štefánika;Nám. M. R. Štefánika;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Narcisová;Narcisová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Nezábudková;Nezábudková;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Obchodná;Obchodná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Obráncov mieru;Obráncov mieru;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Odbojárov;Odbojárov;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Okruná;Okruná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Orechová;Orechová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Orgovánová;Orgovánová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Ovocná;Ovocná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
P. Jilemnického;P. Jilemnického;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
P. Mudroòa;P. Mudroòa;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
P. O. Hviezdoslava;P. O. Hviezdoslava;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Palárikova;Palárikova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Palkovièova;Palkovièova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Park Alexandra Dubèeka;Park Alexandra Dubèeka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pavlovova;Pavlovova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pílska;Pílska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pionierska;Pionierska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pivovarnícka;Pivovarnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pod kalváriou;Pod kalváriou;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Podjavorinskej;Podjavorinskej;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Po¾ovnícka;Po¾ovnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Povstania;Povstania;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Práznovská cesta;Práznovská cesta;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Priemyselná ulica;Priemyselná ulica;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Pribinova;Pribinova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Puškinova;Puškinova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Radlinského;Radlinského;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Rastislavova;Rastislavova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Robotnícka;Robotnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Ruová;Ruová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Sama Chalupku;Sama Chalupku;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Sedmikrásková;Sedmikrásková;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Skıcovská;Skıcovská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Sládkovièova;Sládkovièova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Sladovnícka;Sladovnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Slneèná;Slneèná;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Slobody;Slobody;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Slov. partizánov;Slov. partizánov;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Sneienková;Sneienková;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Streïanská;Streïanská;955 01;Topo¾èany 1;Topo¾èany 1;è. 1500-1599, 1700-1799;Topo¾èany
Streïanská;Streïanská;955 03;Topo¾èany 3;Topo¾èany 3;è.2536,2731,2617,2661,2778,4689/38,363/65;Topo¾èany
Stummerova;Stummerova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
sv. Cyrila a Metoda;sv. Cyrila a Metoda;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Svätoplukova;Svätoplukova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Šafárikova;Šafárikova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Šípová;Šípová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Škultétyho;Škultétyho;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Športovcov;Športovcov;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Štúrova;Štúrova;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
T. Vansovej;T. Vansovej;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Timravy;Timravy;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Topo¾ová;Topo¾ová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Tovarnícka;Tovarnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Tríbeèská;Tríbeèská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Tulipánová;Tulipánová;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
V. Beniaka;V. Beniaka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Václavská;Václavská;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Vajanského;Vajanského;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Vinohradnícka;Vinohradnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Záhradkárska;Záhradkárska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Záhradnícka;Záhradnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Záhumnie;Záhumnie;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Zdravotnícka;Zdravotnícka;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
Zelenı rínok;Zelenı rínok;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
eleznièiarska;eleznièiarska;955 01;Topo¾èany 1;Topo¾èany 1;;Topo¾èany
